,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
60,CHEMBL3754496,,0.0,258.34,0.0,3.52,2,C=CCN(CC=C)CCc1c[nH]c2ccc(F)cc12,Ki,'<',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3756492,Binding affinity to histamine H1 receptor (unknown origin) by competition binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751848,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,,,10000.0,C=CCN(CC=C)CCc1c[nH]c2ccc(F)cc12
61,CHEMBL94480,,0.0,705.83,2.0,6.41,28,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccc(F)cc3)C2)cc(OC)c1OC,IC50,'=',6.25,nM,8.2,,,UO_0000065,,,,,False,CHEMBL840937,Antagonistic activity against histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129219,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,6.25,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccc(F)cc3)C2)cc(OC)c1OC
62,CHEMBL329450,,0.0,706.84,2.0,6.5,1u,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCOc4ccco4)CC3)(c3ccccc3)C2)cc(OC)c1OC,IC50,'=',446.0,nM,6.35,,,UO_0000065,,,,,False,CHEMBL691452,Antagonism of the human histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,446.0,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCOc4ccco4)CC3)(c3ccccc3)C2)cc(OC)c1OC
65,CHEMBL3921827,,0.0,486.7,1.0,5.63,11b,c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,Ki,'=',79.43,nM,7.1,,,UO_0000065,14.59,0.27,1.47,22.3,False,CHEMBL3870962,Antagonist activity at human Histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced calcium flux preincubated for 30 mins followed by histamine addition by Fluo-4-AM dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3870336,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,CHEMBL3308072,,79.43,c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1
66,CHEMBL255567,,0.0,468.65,0.0,4.53,83,CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,Ki,'>',2511.89,nM,,,,UO_0000065,,,,,False,CHEMBL948182,Antagonist activity at histamine H1 receptor by FLIPR assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142271,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,,,2511.89,CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3
68,CHEMBL271729,,0.0,551.64,2.0,5.59,41,Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(C(F)(F)F)cn6c5CC4)n3C)cccc2n1,Ki,'<',3162.28,nM,,,,UO_0000065,,,,,False,CHEMBL931103,Antagonist activity at histamine H1 receptor by FLIPR assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143157,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,,,3162.28,Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(C(F)(F)F)cn6c5CC4)n3C)cccc2n1
69,CHEMBL3805518,,0.0,443.49,0.0,4.5,22,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F,IC50,'=',972.0,nM,6.01,,,UO_0000065,13.56,0.26,1.51,8.89,False,CHEMBL3806812,Antagonistic activity at histamine1 receptor (unknown origin) after 10 mins by FLIPR assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3804825,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,,,972.0,CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F
70,CHEMBL3752972,,0.0,415.54,0.0,3.61,15b,COc1ccc(CNc2nc3c(c(N4CCN(C)CC4)n2)-c2ccccc2CC3)cc1,Ki,'=',1071.52,nM,5.97,,,UO_0000065,14.37,0.26,2.36,11.15,False,CHEMBL3755806,Displacement of [3H]mepyramine from human histamine 1 receptor expressed in Sf9 cell membranes by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751732,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,CHEMBL3308860,,1071.52,COc1ccc(CNc2nc3c(c(N4CCN(C)CC4)n2)-c2ccccc2CC3)cc1
71,CHEMBL3753967,,0.0,385.52,0.0,3.61,15a,CN1CCN(c2nc(NCc3ccccc3)nc3c2-c2ccccc2CC3)CC1,Ki,'=',1905.46,nM,5.72,,,UO_0000065,14.84,0.27,2.11,12.91,False,CHEMBL3755806,Displacement of [3H]mepyramine from human histamine 1 receptor expressed in Sf9 cell membranes by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751732,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,CHEMBL3308860,,1905.46,CN1CCN(c2nc(NCc3ccccc3)nc3c2-c2ccccc2CC3)CC1
73,CHEMBL3754008,,0.0,389.5,0.0,3.52,11b,COc1ccc(CNc2cc(-c3ccccc3)nc(N3CCN(C)CC3)n2)cc1,Ki,'=',4168.69,nM,5.38,,,UO_0000065,13.81,0.25,1.86,10.05,False,CHEMBL3755806,Displacement of [3H]mepyramine from human histamine 1 receptor expressed in Sf9 cell membranes by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751732,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,CHEMBL3308860,,4168.69,COc1ccc(CNc2cc(-c3ccccc3)nc(N3CCN(C)CC3)n2)cc1
74,CHEMBL3752270,,0.0,385.52,0.0,3.61,6a,CN1CCN(c2nc(NCc3ccccc3)nc3c2CCc2ccccc2-3)CC1,Ki,'=',2089.3,nM,5.68,,,UO_0000065,14.73,0.27,2.07,12.82,False,CHEMBL3755806,Displacement of [3H]mepyramine from human histamine 1 receptor expressed in Sf9 cell membranes by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751732,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,CHEMBL3308860,,2089.3,CN1CCN(c2nc(NCc3ccccc3)nc3c2CCc2ccccc2-3)CC1
75,CHEMBL3754166,,0.0,319.25,0.0,4.15,4,C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12,Ki,'=',100.0,nM,7.0,,,UO_0000065,21.93,0.5,2.85,36.78,False,CHEMBL3756492,Binding affinity to histamine H1 receptor (unknown origin) by competition binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751848,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,,,100.0,C=CCN(CC=C)CCc1c[nH]c2ccc(Br)cc12
76,CHEMBL3899099,,0.0,393.38,1.0,5.33,1e,Cl.Clc1cccc2c1CN(CCCCc1nc3ccccc3s1)CC2,Ki,'=',295.12,nM,6.53,,,UO_0000065,,,,,False,CHEMBL3863664,Displacement of [3H]-pyrilamine from human histamine H1 receptor by liquid scintillation counting method,A,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,295.12,Clc1cccc2c1CN(CCCCc1nc3ccccc3s1)CC2
77,CHEMBL1669418,,0.0,359.47,0.0,4.71,8h,C[C@H](C1=C(CCN(C)Cc2ccco2)Cc2ccccc21)c1cnccn1,Ki,'=',8.1,nM,8.09,,,UO_0000065,22.51,0.41,3.38,19.19,False,CHEMBL1671549,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1667811,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011.0,,,8.1,C[C@H](C1=C(CCN(C)Cc2ccco2)Cc2ccccc21)c1cnccn1
78,CHEMBL3971383,,0.0,427.83,1.0,5.98,1g,Cl.Clc1ccc2sc(CCCCN3CCc4c(Cl)cccc4C3)nc2c1,Ki,'=',560.0,nM,6.25,,,UO_0000065,,,,,False,CHEMBL3863664,Displacement of [3H]-pyrilamine from human histamine H1 receptor by liquid scintillation counting method,A,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,560.0,Clc1ccc2sc(CCCCN3CCc4c(Cl)cccc4C3)nc2c1
81,CHEMBL1669415,,0.0,327.38,0.0,3.37,12d,FC1(F)CN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,Ki,'=',4605.0,nM,5.34,,,UO_0000065,16.3,0.3,1.97,18.39,False,CHEMBL1671549,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1667811,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011.0,,,4605.0,FC1(F)CN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1
82,CHEMBL542908,,0.0,811.38,2.0,7.0,1r,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCCOc4ccccc4C(=O)O)CC3)(c3ccccc3)C2)cc(OC)c1OC.Cl,IC50,'=',9447.0,nM,5.03,,,UO_0000065,,,,,False,CHEMBL691452,Antagonism of the human histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,9447.0,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCCOc4ccccc4C(=O)O)CC3)(c3ccccc3)C2)cc(OC)c1OC
83,CHEMBL537027,,0.0,767.32,2.0,6.58,1p,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC.Cl,IC50,'=',3420.0,nM,5.47,,,UO_0000065,,,,,False,CHEMBL691452,Antagonism of the human histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,3420.0,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(C(=O)O)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC
84,CHEMBL603,ZAFIRLUKAST,4.0,575.69,2.0,5.7,ICI-204219 Zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL694558,Inhibitory concentration against H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1128756,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1995.0,,,10000.0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
85,CHEMBL42,CLOZAPINE,4.0,326.83,0.0,3.72,clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,'=',2.1,nM,8.68,,,UO_0000065,26.55,0.52,4.96,28.11,False,CHEMBL691615,Binding affinity towards human histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149193,1,Scientific Literature,J. Med. Chem.,2004.0,,,2.1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
91,CHEMBL292558,,0.0,137.19,0.0,0.47,ent12,NC[C@H]1C[C@@H]1c1c[nH]cn1,EC50,'>',0.0001,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL691450,Inhibition of human Histamine H1 receptor using [3H]pyrilamine,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145038,1,Scientific Literature,J. Med. Chem.,2003.0,,,0.0001,NC[C@H]1C[C@@H]1c1c[nH]cn1
92,CHEMBL331077,,0.0,295.39,0.0,2.8,2,CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,IC50,'<',1000.0,nM,,,,UO_0000065,,,,,False,CHEMBL697646,Binding affinity against Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135009,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,1000.0,CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1
93,CHEMBL82714,,0.0,308.43,0.0,3.79,2l (trans),CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1,IC50,'=',61.66,nM,7.21,,,UO_0000065,23.38,0.43,3.42,45.89,False,CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135380,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,CHEMBL3308072,,61.66,CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1
95,CHEMBL318320,,0.0,413.47,0.0,3.8,6,CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)CC1,Ki,'=',81.28,nM,7.09,,,UO_0000065,17.15,0.32,3.29,8.33,False,CHEMBL697082,Binding affinity at human cortical Histamine 1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134931,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,81.28,CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)CC1
96,CHEMBL6437,MIANSERIN,4.0,264.37,0.0,3.08,"3, Mianserin",CN1CCN2c3ccccc3Cc3ccccc3C2C1,IC50,'=',3.388,nM,8.47,,,UO_0000065,32.04,0.58,5.39,130.71,False,CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135380,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,CHEMBL3308072,,3.388,CN1CCN2c3ccccc3Cc3ccccc3C2C1
97,CHEMBL96158,,0.0,295.38,0.0,3.97,4d,CN(C)CC1C[C@@H]2c3ccccc3Oc3ccccc3[C@H]2O1,Ki,'=',14.0,nM,7.85,,,UO_0000065,26.59,0.49,3.88,36.19,False,CHEMBL691453,Ability to displace [3H]pyrilamine from human cloned histamine H1 receptor expressed in CHO cells,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149209,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004.0,CHEMBL3308072,,14.0,CN(C)CC1C[C@@H]2c3ccccc3Oc3ccccc3[C@H]2O1
98,CHEMBL1940404,,0.0,363.86,0.0,4.23,3,OC1(c2ccc(Cl)cc2)CCN(CCCOc2ccc(F)cc2)CC1,Ki,'=',698.6,nM,6.16,,,UO_0000065,16.92,0.34,1.93,18.82,False,CHEMBL3366162,Displacement of [3H]Pyrilamine from human histamine H1 receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352364,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014.0,,,698.6,OC1(c2ccc(Cl)cc2)CCN(CCCOc2ccc(F)cc2)CC1
100,CHEMBL82714,,0.0,308.43,0.0,3.79,2k (cis),CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1,IC50,'=',1.66,nM,8.78,,,UO_0000065,28.47,0.52,4.99,55.89,False,CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135380,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,CHEMBL3308072,,1.66,CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1
102,CHEMBL102331,,0.0,367.45,0.0,2.56,13,CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3cccnc3)C2)cc1,Ki,'=',7400.0,nM,5.13,,,UO_0000065,13.96,0.26,2.57,7.17,False,CHEMBL691613,Binding affinity to the human Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134928,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,7400.0,CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)c3cccnc3)C2)cc1
107,CHEMBL475621,,0.0,223.28,0.0,0.18,"14, UR-PI294",CCC(=O)/N=C(\N)NCCCc1c[nH]cn1,EC50,'=',3467.37,nM,5.46,,,UO_0000065,24.45,0.47,5.28,5.68,False,CHEMBL1015351,Agonist activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1153419,1,Scientific Literature,J. Med. Chem.,2009.0,CHEMBL3308860,,3467.37,CCC(=O)/N=C(\N)NCCCc1c[nH]cn1
111,CHEMBL1774496,,0.0,519.6,1.0,2.42,13g,Cn1c(N2CCCN(CCCN3c4cc(C(=O)O)ccc4COc4ccccc43)CC2)cc(=O)n(C)c1=O,IC50,'=',530.0,nM,6.28,,,UO_0000065,12.08,0.23,3.86,6.26,False,CHEMBL1775250,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1772991,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,CHEMBL3307512,,530.0,Cn1c(N2CCCN(CCCN3c4cc(C(=O)O)ccc4COc4ccccc43)CC2)cc(=O)n(C)c1=O
113,CHEMBL589148,,0.0,308.4,0.0,4.01,4(7),CN1CCc2c(c3cc(F)ccc3n2CCc2ccccc2)C1,IC50,'=',131.0,nM,6.88,,,UO_0000065,,,,,False,CHEMBL1038011,Antagonist activity at histamine H1 receptor in human SK-N-SH cells assessed as reduction of histamine-induced intracellular calcium spike at phase 2 treated 20 to 30 seconds after histamine challenge,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1153163,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3307745,,131.0,CN1CCc2c(c3cc(F)ccc3n2CCc2ccccc2)C1
114,CHEMBL320178,,0.0,393.49,0.0,3.77,4,CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1,Ki,'=',158.49,nM,6.8,,,UO_0000065,17.28,0.32,3.03,10.33,False,CHEMBL692986,Binding affinity of human cortical histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134931,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,158.49,CCOC(=O)N1CCN(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1
115,CHEMBL1090527,,0.0,316.44,0.0,4.35,21a,C[C@H](C1=C(CCN(C)C)Cc2cc(F)ccc21)c1nccs1,Ki,'=',0.3,nM,9.52,,,UO_0000065,30.09,0.59,5.17,59.04,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,0.3,C[C@H](C1=C(CCN(C)C)Cc2cc(F)ccc21)c1nccs1
116,CHEMBL1082036,,0.0,543.69,1.0,4.65,54,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1,Ki,'=',38400.0,nM,4.42,,,UO_0000065,8.12,0.16,-0.23,4.28,False,CHEMBL1113032,Binding affinity to human histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154321,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,,,38400.0,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)cc(OC2CCOCC2)c1
117,CHEMBL560741,,0.0,295.4,0.0,4.33,1b,CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,Ki,'=',0.6,nM,9.22,,,UO_0000065,31.22,0.57,4.89,284.62,False,CHEMBL1051819,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1153519,1,Scientific Literature,J. Med. Chem.,2009.0,CHEMBL3308072,,0.6,CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1
118,CHEMBL507360,,0.0,420.51,0.0,3.4,5r,COc1nccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL956580,Inhibition of human histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152163,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,,,10000.0,COc1nccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12
119,CHEMBL4176800,,0.0,338.42,0.0,1.5,39,O[C@@H](COC[C@@H]1CCCO1)CN1CCN(c2ccccc2F)CC1,Ki,'=',4241.0,nM,5.37,,,UO_0000065,15.88,0.31,3.87,11.89,False,CHEMBL4137915,Displacement of [3H]pyrilamine from human HRH1 expressed in HEK cell membranes after 90 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4130639,1,Scientific Literature,J Med Chem,2018.0,,,4241.0,O[C@@H](COC[C@@H]1CCCO1)CN1CCN(c2ccccc2F)CC1
120,CHEMBL476323,MK-0249,2.0,431.46,0.0,4.58,1,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL986359,Inhibition of human histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155810,1,Scientific Literature,J. Med. Chem.,2008.0,,,10000.0,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1
122,CHEMBL317524,,0.0,844.96,2.0,6.75,1d,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc4c(c3)OCO4)C2)cc(OC)c1OC.CS(=O)(=O)O,IC50,'=',204.0,nM,6.69,,,UO_0000065,,,,,False,CHEMBL691452,Antagonism of the human histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1150559,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,204.0,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc4c(c3)OCO4)C2)cc(OC)c1OC
