compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL398996,AFNIUHMJOXEVTF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL1221,AFNXATANNDIXLG-UHFFFAOYSA-N,SULCONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1221,AFNXATANNDIXLG-UHFFFAOYSA-N,SULCONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL486964,AFTLSANLJDCKNX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,16554355.0,KI,=,2300,NM,,,,,,,,,,,,,,,,,,,
CHEMBL486964,AFTLSANLJDCKNX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,16554355.0,KI,=,6000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL486964,AFTLSANLJDCKNX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18950149.0,KB,=,8800,NM,,,cell_based,,,,,U373 MG,,,,,,,Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge,"Acylguanidines as bioisosteres of guanidines: NG-acylated imidazolylpropylguanidines, a new class of histamine H2 receptor agonists.",J. Med. Chem.,PUBLICATION,
CHEMBL508112,AFZSMODLJJCVPP-UHFFFAOYSA-N,BENZOTHIAZYL DISULFIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL508112,AFZSMODLJJCVPP-UHFFFAOYSA-N,BENZOTHIAZYL DISULFIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL134342,AGBQKNBQESQNJD-SSDOTTSWSA-N,LIPOIC ACID,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL134342,AGBQKNBQESQNJD-SSDOTTSWSA-N,LIPOIC ACID,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL267744,AGHANLSBXUWXTB-UHFFFAOYSA-N,TICRYNAFEN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL267744,AGHANLSBXUWXTB-UHFFFAOYSA-N,TICRYNAFEN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL270376,AGHXSXMZVMLSGU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18178090.0,KI,=,1000,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part 2: [g]-fused and hetero-fused systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2207386,AGKMPGSBLMAGAX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23141912.0,INHIBITION,=,9.48,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 1 uM by radioligand displacement assay,"Design, synthesis and pharmacological evaluation of 4-(piperazin-1-yl methyl)-N(1)-arylsulfonyl indole derivatives as 5-HT(6) receptor ligands.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1741,AGOYDEPGAOXOCK-KCBOHYOISA-N,CLARITHROMYCIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1741,AGOYDEPGAOXOCK-KCBOHYOISA-N,CLARITHROMYCIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL330172,AHIOIWMCDDMDRL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,6.38,NM,,,,,,,,,,,,,,,Antagonistic activity against histamine H1 receptor,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL330172,AHIOIWMCDDMDRL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,416,NM,,,,,,,,,,,,,,,Antagonism of the human histamine H1 receptor,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL490,AHOUBRCZNHFOSL-YOEHRIQHSA-N,PAROXETINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,7855217.0,KI,=,10000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL490,AHOUBRCZNHFOSL-YOEHRIQHSA-N,PAROXETINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL490,AHOUBRCZNHFOSL-YOEHRIQHSA-N,PAROXETINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL402422,AHTVKTAOAOXKMG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18178090.0,KI,<,3162.28,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part 2: [g]-fused and hetero-fused systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1090186,AIGMIQVSRPRWAQ-CQSZACIVSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20227880.0,KI,=,1.3,NM,,,,,,,,,,,,,,,Binding affinity at histamine H1 receptor,Selectivity profiling of novel indene H(1)-antihistamines for the treatment of insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL583,AIJTTZAVMXIJGM-UHFFFAOYSA-N,GREPAFLOXACIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL583,AIJTTZAVMXIJGM-UHFFFAOYSA-N,GREPAFLOXACIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL567993,AIMNRLCNWYRUPJ-HDICACEKSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19773162.0,IC50,=,1600,NM,,,,,,,,,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor,Pyrimidine-based antagonists of h-MCH-R1 derived from ATC0175: in vitro profiling and in vivo evaluation.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1767144,AIQKTJZHRRQKTE-QGZVFWFLSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,KI,>,1584.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL180233,AITHPZKEMCVCDZ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15686917.0,KI,=,9.55,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity for human Histamine H1 receptor in CHO K1 cells,5-Lipoxygenase inhibition by N-hydroxycarbamates in dual-function compounds.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL14,AIXAANGOTKPUOY-UHFFFAOYSA-N,CARBACHOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL14,AIXAANGOTKPUOY-UHFFFAOYSA-N,CARBACHOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL408169,AJBBNBBBDUCRTB-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,PKI,,,,Not Determined,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3633757,AJIMVLSQIMXLNV-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,26475518.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Displacement of [3H]-Pyrilamine from recombinant human histamine H1 receptor at 10 uM after 1.5 hrs by Microbeta scintillation counting analysis relative to control,Synthesis and evaluation of aporphine analogs containing C1 allyl isosteres at the h5-HT2A receptor.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL54440,AJLFOPYRIVGYMJ-INTXDZFKSA-N,MEVASTATIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL54440,AJLFOPYRIVGYMJ-INTXDZFKSA-N,MEVASTATIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1618305,AJPSBXJNFJCCBI-YOHUGVJRSA-N,NALOXONAZINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1618305,AJPSBXJNFJCCBI-YOHUGVJRSA-N,NALOXONAZINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1258754,AJUFRGDVXUPOOW-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20801030.0,INHIBITION,=,1,%,,,,,,,,,,,,,,,Displacement of [3H]-mepyramine from human histamine H1 receptor,"Discovery of potent and selective histamine H3 receptor inverse agonists based on the 3,4-dihydro-2H-pyrazino[1,2-a]indol-1-one scaffold.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2208426,AJUWTQZJBKWQNV-CYBMUJFWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,INHIBITION,>,70,%,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2208426,AJUWTQZJBKWQNV-CYBMUJFWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,KI,=,100,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1210209,AKCGOXREZJOGPS-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20580234.0,INHIBITION,=,11,%,,,,,,,,,,,,,,,Inhibition of human histamine H1 receptor ar 3 uM,Piperidinyl-nicotinamides as potent and selective somatostatin receptor subtype 5 antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL593494,AKEGHAUFMKCWGX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19700330.0,KI,=,64,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]chlorphniramine from human histamine H1 receptor expressed in cells,"Synthesis, structure-affinity relationships, and modeling of AMDA analogs at 5-HT2A and H1 receptors: structural factors contributing to selectivity.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL364713,AKNNEGZIBPJZJG-MSOLQXFVSA-N,NOSCAPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL364713,AKNNEGZIBPJZJG-MSOLQXFVSA-N,NOSCAPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL158352,AKTMNFPHGGUJFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,ALPHA,=,0.61,,,,,,,,,,,,,,,,Intrinsic activity was determined,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL158352,AKTMNFPHGGUJFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,IC50,=,251.19,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL158352,AKTMNFPHGGUJFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,KI,=,398107170553497,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL1258755,AKYDPJMTCVQONP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20801030.0,INHIBITION,=,3,%,,,,,,,,,,,,,,,Displacement of [3H]-mepyramine from human histamine H1 receptor,"Discovery of potent and selective histamine H3 receptor inverse agonists based on the 3,4-dihydro-2H-pyrazino[1,2-a]indol-1-one scaffold.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1255834,ALFGDCNSEBJYSP-UHFFFAOYSA-N,BW-723C86,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,8730737.0,KI,=,10000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL1255834,ALFGDCNSEBJYSP-UHFFFAOYSA-N,BW-723C86,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1255834,ALFGDCNSEBJYSP-UHFFFAOYSA-N,BW-723C86,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1783963,ALOWJQCLRWGVOV-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,=,110,NM,,,cell_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1783963,ALOWJQCLRWGVOV-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,=,730,NM,,,organism_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL60143,ALQYYBXQKWSMNS-HHHXNRCGSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113836.0,KI,=,5495.41,NM,,,,,,,,,,,,,,,Binding affinity towards Histamine H1 receptor of human membranes.,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 2: binding preference for D-amino acids motifs.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL240567,ALWGROOEKGXBRR-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL3357035,AMBATUWSQRROKC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25318072.0,KI,=,1274,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,Loratadine and Analogues: Discovery and Preliminary Structure-Activity Relationship of Inhibitors of the Amino Acid Transporter B(0)AT2.,J. Med. Chem.,PUBLICATION,
CHEMBL2207284,AMEQLQYPRVOFMB-OAHLLOKOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23116889.0,KI,=,25.12,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human recombinant H1 histamine receptor expressed in CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part II: Optimising in vivo clearance.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1909080,AMGRXJSJSONEEG-UHFFFAOYSA-L,STRONTIUM CHLORIDE HEXAHYDRATE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1909080,AMGRXJSJSONEEG-UHFFFAOYSA-L,STRONTIUM CHLORIDE HEXAHYDRATE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2208420,AMQPWRCXJRAWTN-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,INHIBITION,>,70,%,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2208420,AMQPWRCXJRAWTN-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,KI,=,12.59,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1946256,ANQFIBHZMVNJLK-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22336245.0,KI,,,,Not Active,,,,,,,,,,,,,,Displacement of [3H]-Pyrilamine from human histamine H1 receptor by liquid scintillation counter,"Structure-activity relationship studies of SYA 013, a homopiperazine analog of haloperidol.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1242950,ANTKBACNWQHQJE-UHFFFAOYSA-N,AC-42,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20684563.0,KI,=,610,NM,,,,,,,,,,,,,,,Binding affinity to human histamine H1 receptor by radioligand displacement assay,"Discovery of N-{1-[3-(3-Oxo-2,3-dihydrobenzo[1,4]oxazin-4-yl)propyl]piperidin-4-yl}-2-phenylacetamide (Lu AE51090): an allosteric muscarinic M1 receptor agonist with unprecedented selectivity and procognitive potential.",J. Med. Chem.,PUBLICATION,
CHEMBL451,ANTSCNMPPGJYLG-UHFFFAOYSA-N,CHLORDIAZEPOXIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,1795,NM,,,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL451,ANTSCNMPPGJYLG-UHFFFAOYSA-N,CHLORDIAZEPOXIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,=,208,NM,,,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL397429,ANYPUOSSIOCSJC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,=,5.7,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL521589,ANZXOIAKUNOVQU-UHFFFAOYSA-N,BAMBUTEROL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
